Collective	Pathway	KO	Abbrev.	Gene_description
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K13488	wspB	 chemotaxis-related protein WspB
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K13489	wspD	 chemotaxis-related protein WspD
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K13490	wspE	 two-component system, chemotaxis family, sensor histidine kinase and response regulator WspE
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K13491	wspF	 two-component system, chemotaxis family, response regulator WspF [EC:3.1.1.61]
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K11444	wspR	 two-component system, chemotaxis family, response regulator WspR [EC:2.7.7.65]
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K11354	cph1	 two-component system, chemotaxis family, sensor kinase Cph1 [EC:2.7.13.3]
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K11355	rcp1	 two-component system, chemotaxis family, response regulator Rcp1
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K07716	pleC	 two-component system, cell cycle sensor histidine kinase PleC [EC:2.7.13.3]
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K02488	pleD	 two-component system, cell cycle response regulator [EC:2.7.7.65]
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K11357	divJ	 two-component system, cell cycle sensor histidine kinase DivJ [EC:2.7.13.3]
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K11443	divK	 two-component system, cell cycle response regulator DivK
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K13587	cckA	 two-component system, cell cycle sensor histidine kinase and response regulator CckA [EC:2.7.13.3]
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K13588	chpT	 histidine phosphotransferase ChpT
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K13584	ctrA	 two-component system, cell cycle response regulator CtrA
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K13589	cpdR	 two-component system, cell cycle response regulator CpdR
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K02489	hk1	 two-component system, glycerol uptake and utilization sensor kinase [EC:2.7.13.3]
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K18444	rrp1	 two-component system, glycerol uptake and utilization response regulator
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K10910	luxP	 autoinducer 2-binding periplasmic protein LuxP
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K10909	luxQ	 two-component system, autoinducer 2 sensor kinase/phosphatase LuxQ [EC:2.7.13.3 3.1.3.-]
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K10916	cqsS	 two-component system, CAI-1 autoinducer sensor kinase/phosphatase CqsS [EC:2.7.13.3 3.1.3.-]
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K15850	luxN	 two-component system, autoinducer 1 sensor kinase/phosphatase LuxN [EC:2.7.13.3 3.1.3.-]
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K10911	luxU	 two-component system, phosphorelay protein LuxU
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K10912	luxO	 two-component system, repressor protein LuxO
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K15851	qrr	 quorum regulatory RNA Qrr
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K10913	hapR, luxR, litR	 TetR/AcrR family transcriptional regulator, hemagglutinin/protease regulatory protein
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K03400	luxC	 long-chain-fatty-acyl-CoA reductase [EC:1.2.1.50]
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K15853	luxD	 acyl transferase [EC:2.3.1.-]
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K00494	luxA	 alkanal monooxygenase alpha chain [EC:1.14.14.3]
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K15854	luxB	 alkanal monooxygenase beta chain [EC:1.14.14.3]
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K06046	luxE	 long-chain-fatty-acid---luciferin-component ligase [EC:6.2.1.19]
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K11711	dctS	 two-component system, LuxR family, sensor histidine kinase DctS [EC:2.7.13.3]
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K11712	dctR	 two-component system, LuxR family, response regulator DctR
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K11688	dctP	 C4-dicarboxylate-binding protein DctP
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K11689	dctQ	 C4-dicarboxylate transporter, DctQ subunit
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K11690	dctM	 C4-dicarboxylate transporter, DctM subunit
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K13040	ttrS	 two-component system, LuxR family, sensor histidine kinase TtrS [EC:2.7.13.3]
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K13041	ttrR	 two-component system, LuxR family, response regulator TtrR
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K08357	ttrA	 tetrathionate reductase subunit A
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K08358	ttrB	 tetrathionate reductase subunit B
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K08359	ttrC	 tetrathionate reductase subunit C
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K14986	fixL	 two-component system, LuxR family, sensor kinase FixL [EC:2.7.13.3]
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K14987	fixJ	 two-component system, LuxR family, response regulator FixJ
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K15861	fixK	 CRP/FNR family transcriptional regulator, nitrogen fixation regulation protein
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K14978	ssrA	 two-component system, LuxR family, secretion system sensor histidine kinase SsrA
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K14979	ssrB	 two-component system, LuxR family, secretion system response regulator SsrB
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K10941	flrA, fleQ, flaK	 sigma-54 dependent transcriptional regulator, flagellar regulatory protein
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K10942	flrB, fleS, flaL	 two-component system, sensor histidine kinase FlrB [EC:2.7.13.3]
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K10943	flrC, fleR, flaM	 two-component system, response regulator FlrC
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K17060	aauS	 two-component system, sensor histidine kinase AauS [EC:2.7.13.3]
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K17061	aauR	 two-component system, response regulator AauR
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K10004	gltL, aatP	 glutamate/aspartate transport system ATP-binding protein [EC:7.4.2.1]
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K10002	gltK, aatM	 glutamate/aspartate transport system permease protein
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K10003	gltJ, aatQ	 glutamate/aspartate transport system permease protein
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K10001	gltI, aatJ	 glutamate/aspartate transport system substrate-binding protein
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K05597	aspQ, ansB, ansA	 glutamin-(asparagin-)ase [EC:3.5.1.38]
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K10715	rpfC	 two-component system, sensor histidine kinase RpfC [EC:2.7.13.3]
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K13815	rpfG	 two-component system, response regulator RpfG
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K10914	crp	 CRP/FNR family transcriptional regulator, cyclic AMP receptor protein
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K13816	rpfF	 DSF synthase
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K07717	glnK	 two-component system, sensor histidine kinase GlnK [EC:2.7.13.3]
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K07719	glnL	 two-component system, response regulator GlnL
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K01425	glsA, GLS	 glutaminase [EC:3.5.1.2]
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K11626	glnT	 putative sodium/glutamine symporter
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K25211	hptA	 hexose phosphate transport regulatory protein HptA
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K25212	hptS	 two-component system, sensor histidine kinase HptS [EC:2.7.13.3]
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K25213	hptR	 two-component system, response regulator HptR
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K07718	yesM	 two-component system, sensor histidine kinase YesM [EC:2.7.13.3]
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K07720	yesN	 two-component system, response regulator YesN
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K11356	cikA	 two-component system, sensor histidine kinase and response regulator [EC:2.7.13.3]
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K15011	regB, regS, actS	 two-component system, sensor histidine kinase RegB [EC:2.7.13.3]
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K15012	regA, regR, actR	 two-component system, response regulator RegA
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K08930	pucA	 light-harvesting protein B-800-850 alpha chain
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K08939	pucB	 light-harvesting protein B-800-850 beta chain
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K13994	pufX	 photosynthetic reaction center PufX protein
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K08929	pufM	 photosynthetic reaction center M subunit
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K08928	pufL	 photosynthetic reaction center L subunit
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K08926	pufA	 light-harvesting complex 1 alpha chain
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K08927	pufB	 light-harvesting complex 1 beta chain
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K13991	puhA	 photosynthetic reaction center H subunit
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K00411	UQCRFS1, RIP1, petA	 ubiquinol-cytochrome c reductase iron-sulfur subunit [EC:7.1.1.8]
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K00412	CYTB, petB	 ubiquinol-cytochrome c reductase cytochrome b subunit
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K00413	CYC1, CYT1, petC	 ubiquinol-cytochrome c reductase cytochrome c1 subunit
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K00410	fbcH	 ubiquinol-cytochrome c reductase cytochrome b/c1 subunit
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K00404	ccoN	 cytochrome c oxidase cbb3-type subunit I [EC:7.1.1.9]
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K00405	ccoO	 cytochrome c oxidase cbb3-type subunit II
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K15862	ccoNO	 cytochrome c oxidase cbb3-type subunit I/II [EC:7.1.1.9]
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K00407	ccoQ	 cytochrome c oxidase cbb3-type subunit IV
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K00406	ccoP	 cytochrome c oxidase cbb3-type subunit III
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K00425	cydA	 cytochrome bd ubiquinol oxidase subunit I [EC:7.1.1.7]
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K00426	cydB	 cytochrome bd ubiquinol oxidase subunit II [EC:7.1.1.7]
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K00424	cydX	 cytochrome bd-I ubiquinol oxidase subunit X [EC:7.1.1.7]
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K22501	appX	 cytochrome bd-II ubiquinol oxidase subunit AppX [EC:7.1.1.7]
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K19616	fitF	 two-component system, sensor histidine kinase and response regulator FitF [EC:2.7.13.3]
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K19617	fitH	 two-component system, response regulator FitH
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K19618	fitG	 LysR family transcriptional regulator, activator of insecticidal toxin
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K12530	rtxB, fitA	 ATP-binding cassette, subfamily B, bacterial RtxB
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K12532	rtxD, fitB	 membrane fusion protein, RTX toxin transport system
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K12531	rtxE, fitC	 ATP-binding cassette, subfamily B, bacterial RtxE
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K12340	tolC, bepC, cyaE, raxC, sapF, rsaF, hasF	 outer membrane protein
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K19615	fitD, mcf	 insecticidal toxin
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K19620	phcB	 extracellular factor (EF) 3-hydroxypalmitic acid methyl ester biosynthesis protein
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K19621	phcS	 two-component system, sensor histidine kinase PhcS [EC:2.7.13.3]
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K19622	phcR	 two-component system, response regulator PhcR
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K19624	phcA	 LysR family transcriptional regulator, virulence genes transcriptional regulator
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K19667	xpsR	 transcriptional activator of eps genes
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K01991	wza, gfcE	 polysaccharide biosynthesis/export protein
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K16692	etk-wzc	 tyrosine-protein kinase Etk/Wzc [EC:2.7.10.-]
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K01791	wecB	 UDP-N-acetylglucosamine 2-epimerase (non-hydrolysing) [EC:5.1.3.14]
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K02472	wecC	 UDP-N-acetyl-D-mannosaminuronic acid dehydrogenase [EC:1.1.1.336]
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K16712	epsE	 EPS I polysaccharide export inner membrane protein EpsE
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K16713	epsF	 EPS I polysaccharide export inner membrane protein EpsF
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K19668	CBH2, cbhA	 cellulose 1,4-beta-cellobiosidase [EC:3.2.1.91]
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K13061	rhlI, phzI, solI, cepI, tofI	 acyl homoserine lactone synthase [EC:2.3.1.184]
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K19666	solR, cepR, tofR	 LuxR family transcriptional regulator, quorum-sensing system regulator SolR
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K23514	fecI, prhI	 RNA polymerase sigma-19 factor, ECF subfamily
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K07165	fecR	 transmembrane sensor
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K20973	sagS	 two-component system, sensor histidine kinase SagS [EC:2.7.13.3]
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K20976	hptB	 histidine phosphotransfer protein HptB
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K20977	hsbR	 two-component system, HptB-dependent secretion and biofilm response regulator
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K20978	hsbA	 HptB-dependent secretion and biofilm anti anti-sigma factor
09132 Signal transduction	02020 Two-component system [PATH:ko02020]	K02398	flgM	 negative regulator of flagellin synthesis FlgM
09141 Transport and catabolism	04144 Endocytosis [PATH:ko04144]	K03283	HSPA1s	 heat shock 70kDa protein 1/2/6/8
09141 Transport and catabolism	04145 Phagosome [PATH:ko04145]	K02145	ATPeV1A, ATP6A	 V-type H+-transporting ATPase subunit A [EC:7.1.2.2]
09141 Transport and catabolism	04145 Phagosome [PATH:ko04145]	K02147	ATPeV1B, ATP6B	 V-type H+-transporting ATPase subunit B
09141 Transport and catabolism	04145 Phagosome [PATH:ko04145]	K02148	ATPeV1C, ATP6C	 V-type H+-transporting ATPase subunit C
09141 Transport and catabolism	04145 Phagosome [PATH:ko04145]	K02149	ATPeV1D, ATP6M	 V-type H+-transporting ATPase subunit D
09141 Transport and catabolism	04145 Phagosome [PATH:ko04145]	K02150	ATPeV1E, ATP6E	 V-type H+-transporting ATPase subunit E
09141 Transport and catabolism	04145 Phagosome [PATH:ko04145]	K02151	ATPeV1F, ATP6S14	 V-type H+-transporting ATPase subunit F
09141 Transport and catabolism	04145 Phagosome [PATH:ko04145]	K02152	ATPeV1G, ATP6G	 V-type H+-transporting ATPase subunit G
09141 Transport and catabolism	04145 Phagosome [PATH:ko04145]	K02153	ATPeV0E, ATP6H	 V-type H+-transporting ATPase subunit e
09141 Transport and catabolism	04145 Phagosome [PATH:ko04145]	K02154	ATPeV0A, ATP6N	 V-type H+-transporting ATPase subunit a
09141 Transport and catabolism	04145 Phagosome [PATH:ko04145]	K02146	ATPeV0D, ATP6D	 V-type H+-transporting ATPase subunit d
09141 Transport and catabolism	04145 Phagosome [PATH:ko04145]	K02144	ATPeV1H	 V-type H+-transporting ATPase subunit H
09141 Transport and catabolism	04145 Phagosome [PATH:ko04145]	K02155	ATPeV0C, ATP6L	 V-type H+-transporting ATPase 16kDa proteolipid subunit
09141 Transport and catabolism	04145 Phagosome [PATH:ko04145]	K03661	ATPeV0B, ATP6F	 V-type H+-transporting ATPase 21kDa proteolipid subunit
09141 Transport and catabolism	04145 Phagosome [PATH:ko04145]	K03662	ATPeVS1, ATP6S1	 V-type H+-transporting ATPase S1 subunit
09141 Transport and catabolism	04145 Phagosome [PATH:ko04145]	K07342	SEC61G, SSS1, secE	 protein transport protein SEC61 subunit gamma and related proteins
09141 Transport and catabolism	04145 Phagosome [PATH:ko04145]	K06461	ITGAM, CD11b	 integrin alpha M
09141 Transport and catabolism	04145 Phagosome [PATH:ko04145]	K06481	ITGA2, CD49b	 integrin alpha 2
09141 Transport and catabolism	04145 Phagosome [PATH:ko04145]	K06484	ITGA5, CD49e	 integrin alpha 5
09141 Transport and catabolism	04142 Lysosome [PATH:ko04142]	K02154	ATPeV0A, ATP6N	 V-type H+-transporting ATPase subunit a
09141 Transport and catabolism	04142 Lysosome [PATH:ko04142]	K02146	ATPeV0D, ATP6D	 V-type H+-transporting ATPase subunit d
09141 Transport and catabolism	04142 Lysosome [PATH:ko04142]	K02144	ATPeV1H	 V-type H+-transporting ATPase subunit H
09141 Transport and catabolism	04142 Lysosome [PATH:ko04142]	K03662	ATPeVS1, ATP6S1	 V-type H+-transporting ATPase S1 subunit
09141 Transport and catabolism	04142 Lysosome [PATH:ko04142]	K02155	ATPeV0C, ATP6L	 V-type H+-transporting ATPase 16kDa proteolipid subunit
09141 Transport and catabolism	04142 Lysosome [PATH:ko04142]	K03661	ATPeV0B, ATP6F	 V-type H+-transporting ATPase 21kDa proteolipid subunit
09141 Transport and catabolism	04142 Lysosome [PATH:ko04142]	K01201	GBA, srfJ	 glucosylceramidase [EC:3.2.1.45]
09141 Transport and catabolism	04142 Lysosome [PATH:ko04142]	K01195	uidA, GUSB	 beta-glucuronidase [EC:3.2.1.31]
09141 Transport and catabolism	04142 Lysosome [PATH:ko04142]	K01192	E3.2.1.25, MANBA, manB	 beta-mannosidase [EC:3.2.1.25]
09141 Transport and catabolism	04142 Lysosome [PATH:ko04142]	K01197	hya	 hyaluronoglucosaminidase [EC:3.2.1.35]
09141 Transport and catabolism	04142 Lysosome [PATH:ko04142]	K01444	AGA, aspG	 N4-(beta-N-acetylglucosaminyl)-L-asparaginase [EC:3.5.1.26]
09141 Transport and catabolism	04146 Peroxisome [PATH:ko04146]	K01796	E5.1.99.4, AMACR, mcr	 alpha-methylacyl-CoA racemase [EC:5.1.99.4]
09141 Transport and catabolism	04146 Peroxisome [PATH:ko04146]	K01897	ACSL, fadD	 long-chain acyl-CoA synthetase [EC:6.2.1.3]
09141 Transport and catabolism	04146 Peroxisome [PATH:ko04146]	K03426	E3.6.1.22, NUDT12, nudC	 NAD+ diphosphatase [EC:3.6.1.22]
09141 Transport and catabolism	04146 Peroxisome [PATH:ko04146]	K00803	AGPS, agpS	 alkyldihydroxyacetonephosphate synthase [EC:2.5.1.26]
09141 Transport and catabolism	04146 Peroxisome [PATH:ko04146]	K00869	E2.7.1.36, MVK, mvaK1	 mevalonate kinase [EC:2.7.1.36]
09141 Transport and catabolism	04146 Peroxisome [PATH:ko04146]	K00273	DAO, aao	 D-amino-acid oxidase [EC:1.4.3.3]
09141 Transport and catabolism	04146 Peroxisome [PATH:ko04146]	K00031	IDH1, IDH2, icd	 isocitrate dehydrogenase [EC:1.1.1.42]
09141 Transport and catabolism	04146 Peroxisome [PATH:ko04146]	K01640	HMGCL, hmgL	 hydroxymethylglutaryl-CoA lyase [EC:4.1.3.4]
09141 Transport and catabolism	04146 Peroxisome [PATH:ko04146]	K03781	katE, CAT, catB, srpA	 catalase [EC:1.11.1.6]
09143 Cell growth and death	04111 Cell cycle - yeast [PATH:ko04111]	K06685	MOB1, Mats	 MOB kinase activator 1
09143 Cell growth and death	04111 Cell cycle - yeast [PATH:ko04111]	K12578	LCD1, ddc2	 DNA damage checkpoint protein LCD1
09143 Cell growth and death	04112 Cell cycle - Caulobacter [PATH:ko04112]	K02313	dnaA	 chromosomal replication initiator protein
09143 Cell growth and death	04112 Cell cycle - Caulobacter [PATH:ko04112]	K02314	dnaB	 replicative DNA helicase [EC:3.6.4.12]
09143 Cell growth and death	04112 Cell cycle - Caulobacter [PATH:ko04112]	K13583	gcrA	 GcrA cell cycle regulator
09143 Cell growth and death	04112 Cell cycle - Caulobacter [PATH:ko04112]	K13584	ctrA	 two-component system, cell cycle response regulator CtrA
09143 Cell growth and death	04112 Cell cycle - Caulobacter [PATH:ko04112]	K13581	ccrM	 modification methylase [EC:2.1.1.72]
09143 Cell growth and death	04112 Cell cycle - Caulobacter [PATH:ko04112]	K01338	lon	 ATP-dependent Lon protease [EC:3.4.21.53]
09143 Cell growth and death	04112 Cell cycle - Caulobacter [PATH:ko04112]	K03531	ftsZ	 cell division protein FtsZ
09143 Cell growth and death	04112 Cell cycle - Caulobacter [PATH:ko04112]	K03589	ftsQ	 cell division protein FtsQ
09143 Cell growth and death	04112 Cell cycle - Caulobacter [PATH:ko04112]	K03590	ftsA	 cell division protein FtsA
09143 Cell growth and death	04112 Cell cycle - Caulobacter [PATH:ko04112]	K03588	ftsW, spoVE	 cell division protein FtsW
09143 Cell growth and death	04112 Cell cycle - Caulobacter [PATH:ko04112]	K02563	murG	 UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase [EC:2.4.1.227]
09143 Cell growth and death	04112 Cell cycle - Caulobacter [PATH:ko04112]	K13585	hfaA	 holdfast attachment protein HfaA
09143 Cell growth and death	04112 Cell cycle - Caulobacter [PATH:ko04112]	K13586	hfaB	 holdfast attachment protein HfaB
09143 Cell growth and death	04112 Cell cycle - Caulobacter [PATH:ko04112]	K13582	podJ	 localization factor PodJL
09143 Cell growth and death	04112 Cell cycle - Caulobacter [PATH:ko04112]	K11749	rseP	 regulator of sigma E protease [EC:3.4.24.-]
09143 Cell growth and death	04112 Cell cycle - Caulobacter [PATH:ko04112]	K07716	pleC	 two-component system, cell cycle sensor histidine kinase PleC [EC:2.7.13.3]
09143 Cell growth and death	04112 Cell cycle - Caulobacter [PATH:ko04112]	K11357	divJ	 two-component system, cell cycle sensor histidine kinase DivJ [EC:2.7.13.3]
09143 Cell growth and death	04112 Cell cycle - Caulobacter [PATH:ko04112]	K11443	divK	 two-component system, cell cycle response regulator DivK
09143 Cell growth and death	04112 Cell cycle - Caulobacter [PATH:ko04112]	K13587	cckA	 two-component system, cell cycle sensor histidine kinase and response regulator CckA [EC:2.7.13.3]
09143 Cell growth and death	04112 Cell cycle - Caulobacter [PATH:ko04112]	K13588	chpT	 histidine phosphotransferase ChpT
09143 Cell growth and death	04112 Cell cycle - Caulobacter [PATH:ko04112]	K13589	cpdR	 two-component system, cell cycle response regulator CpdR
09143 Cell growth and death	04112 Cell cycle - Caulobacter [PATH:ko04112]	K03544	clpX, CLPX	 ATP-dependent Clp protease ATP-binding subunit ClpX
09143 Cell growth and death	04112 Cell cycle - Caulobacter [PATH:ko04112]	K01358	clpP, CLPP	 ATP-dependent Clp protease, protease subunit [EC:3.4.21.92]
09143 Cell growth and death	04112 Cell cycle - Caulobacter [PATH:ko04112]	K02488	pleD	 two-component system, cell cycle response regulator [EC:2.7.7.65]
09143 Cell growth and death	04112 Cell cycle - Caulobacter [PATH:ko04112]	K13590	dgcB	 diguanylate cyclase [EC:2.7.7.65]
09143 Cell growth and death	04112 Cell cycle - Caulobacter [PATH:ko04112]	K13591	popA	 two-component system, cell cycle response regulator PopA
09143 Cell growth and death	04112 Cell cycle - Caulobacter [PATH:ko04112]	K13592	rcdA	 regulator of CtrA degradation
09143 Cell growth and death	04112 Cell cycle - Caulobacter [PATH:ko04112]	K13245	pdeA	 c-di-GMP-specific phosphodiesterase [EC:3.1.4.52]
09143 Cell growth and death	04112 Cell cycle - Caulobacter [PATH:ko04112]	K13593	tipF	 cyclic-di-GMP phosphodiesterase, flagellum assembly factor TipF
09143 Cell growth and death	04112 Cell cycle - Caulobacter [PATH:ko04112]	K02651	flp, pilA	 pilus assembly protein Flp/PilA
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K07173	luxS	 S-ribosylhomocysteine lyase [EC:4.4.1.21]
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K10910	luxP	 autoinducer 2-binding periplasmic protein LuxP
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K10909	luxQ	 two-component system, autoinducer 2 sensor kinase/phosphatase LuxQ [EC:2.7.13.3 3.1.3.-]
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K13062	ainS, luxM	 acyl homoserine lactone synthase [EC:2.3.1.184]
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K15850	luxN	 two-component system, autoinducer 1 sensor kinase/phosphatase LuxN [EC:2.7.13.3 3.1.3.-]
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K10915	cqsA	 CAI-1 autoinducer synthase [EC:2.3.-.-]
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K10916	cqsS	 two-component system, CAI-1 autoinducer sensor kinase/phosphatase CqsS [EC:2.7.13.3 3.1.3.-]
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K10911	luxU	 two-component system, phosphorelay protein LuxU
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K10912	luxO	 two-component system, repressor protein LuxO
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K15851	qrr	 quorum regulatory RNA Qrr
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K03666	hfq	 host factor-I protein
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K10913	hapR, luxR, litR	 TetR/AcrR family transcriptional regulator, hemagglutinin/protease regulatory protein
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K10917	aphA	 PadR family transcriptional regulator, regulatory protein AphA
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K22954	luxI	 acyl homoserine lactone synthase [EC:2.3.1.184]
09145 Cellular community - prokaryotes	02024 Quorum sensing [PATH:ko02024]	K15852	luxR, vanR	 LuxR family transcriptional regulator, transcriptional activator of the bioluminescence operon
